100011010111010,101110010000111,011011001100110,010001011010101,010110111001010,000111100110111,001100011111100,111000100011110,011010110110001,001001111101011,011111000001001,100010101101101,101111101010000,110101110100100,110100001110011
101010011101111,011100101101100,100111101100010,101101001011100,001110110011010,110110010000100,010011000111110,000101110110101,010101011001011,111001110000110,110000111111000,010010101010111,111100000110011,111011100001001,011011011110000
001010000101011,100110011110001,100111101001100,101001011011010,101100100010111,110001000111101,110111010000011,011100011001101,010100110111010,010010001010110,001111010110100,000001111100111,011011101010001,111010110100100,111101001100010
110001100110011,101111100011110,101100010101011,011110001000111,110100001111100,001000111110110,100110111010001,010101111001010,001101101100101,000011001111011,011111010110000,111010101101000,010010110101101,111001011011101,100011011100110
101011010110100,110110001101100,000000101111111,111001001110001,011100010011101,100010010001011,010011111011000,110100110110010,101110101010010,010111000010111,001111100101001,111001100001110,100101111000101,001101011101010,011010111100111
011101001100011,100110010101011,010111111001000,001010101101101,000100111110110,111010011000110,101101100001110,110000101111010,110111000110100,001011010111010,010001110100111,100011101010011,010110000011111,100001011011101,111100110010001
000111011100100,111110100000110,111011001010000,010100111011000,100111001001011,110101100100001,000011110010011,110000011000111,101101010011101,011001010101010,001100001110011,100001101111110,011001101001101,101010111101001,010010000111101
100011111000101,100100111011010,101001001001011,111100001010101,010010010011111,011101110000011,000100100101111,110001100111001,011010101100010,001111100011100,101001010110110,110111000000110,000111001110011,101110010101001,010101011101100
010111000001101,011010011010100,100101101010100,011100101101110,110110110100000,001101010111000,101000110001101,100100011100111,111100000010011,001111110000110,100010000111110,000110111011011,101011101100001,110001011001010,010001110110111
011110000010111,100111010100101,111001010001101,011011101100100,111110011101010,010001011110011,001000010111100,101011110010010,000010111001111,100011001011110,110010100111001,101000101100111,110100111010100,010101100101110,001101101011001
110110110100100,010010110011010,111001111000001,011101100110010,011110001011101,001111010101011,101011010010110,101000100101111,100110101010011,010000011110111,101100011111000,000011101101100,110101001001110,110011000111001,000101110011101
110100011110010,000001011011111,010010110101110,011101010100101,001110111000011,100111110010100,010111100110011,110011111001001,101011001100110,001001111110000,100100101101101,111000100010111,101010010111001,101101100001010,011110001011100
111000011111000,110111011110010,110101100001011,011110010001110,000101110111100,010110101011001,011101001100101,100011011001101,010000110110111,101100001010111,001011000111011,001001111000010,100010101101110,111011100010100,101110110100001
